Idade,Renda_Mensal,Gasto_Internet,Regiao,Genero,Plano_Atual,Motivo_Troca,Ocupacao
43.0,6979.0,226.0,Centro-Oeste,Masculino,Basico,Cobertura Ruim,Autônomo
36.0,3609.0,246.0,Sudeste,Feminino,Nao especificado,Atendimento Ruim,Professor
58.0,6359.0,114.0,Sul,Feminino,Nao especificado,Atendimento Ruim,Autônomo
51.0,7662.0,282.0,Centro-Oeste,Feminino,Intermediario,Preco Alto,Desempregado
43.0,6398.0,191.0,Sudeste,Feminino,Premium,Cobertura Ruim,Professor
62.0,9682.0,252.0,Centro-Oeste,Feminino,Premium,Cobertura Ruim,Autônomo
39.0,10080.0,246.0,Sudeste,Desconhecido,Intermediario,Preco Alto,Desempregado
43.0,7662.0,272.0,Nordeste,Masculino,Premium,Cobertura Ruim,Desempregado
43.0,7662.0,421.0,Nordeste,Feminino,Intermediario,Cobertura Ruim,Professor
63.0,13519.0,387.0,Nordeste,Feminino,Intermediario,Atendimento Ruim,Autônomo
50.0,8044.0,435.0,Norte,Masculino,Intermediario,Atendimento Ruim,Desempregado
47.0,7662.0,263.0,Desconhecido,Desconhecido,Basico,Atendimento Ruim,Professor
69.0,2963.0,302.0,Sudeste,Feminino,Basico,Cobertura Ruim,Desempregado
43.0,1324.0,244.0,Sul,Masculino,Intermediario,Cobertura Ruim,Professor
21.0,15389.0,354.0,Sudeste,Masculino,Premium,Atendimento Ruim,Desempregado
43.0,9385.0,174.0,Centro-Oeste,Desconhecido,Basico,Cobertura Ruim,Professor
40.0,7662.0,258.0,Nordeste,Masculino,Intermediario,Preco Alto,Desempregado
41.0,5533.0,353.0,Desconhecido,Masculino,Basico,Preco Alto,Autônomo
48.0,19488.0,386.0,Norte,Masculino,Nao especificado,Cobertura Ruim,Professor
48.0,8448.0,187.0,Nordeste,Feminino,Intermediario,Preco Alto,Autônomo
38.0,7662.0,166.0,Sudeste,Masculino,Nao especificado,Cobertura Ruim,Desempregado
62.0,7662.0,200.0,Sudeste,Feminino,Nao especificado,Cobertura Ruim,Professor
50.0,5580.0,459.0,Desconhecido,Masculino,Intermediario,Cobertura Ruim,Desempregado
64.0,13150.0,150.0,Sul,Feminino,Nao especificado,Cobertura Ruim,Professor
65.0,3186.0,476.0,Sudeste,Feminino,Basico,Cobertura Ruim,Autônomo
27.0,3304.0,498.0,Sudeste,Desconhecido,Nao especificado,Preco Alto,Autônomo
51.0,8875.0,388.0,Nordeste,Masculino,Nao especificado,Cobertura Ruim,Professor
35.0,4361.0,377.0,Sul,Feminino,Premium,Cobertura Ruim,Desempregado
43.0,1945.0,476.0,Sudeste,Desconhecido,Premium,Atendimento Ruim,Desempregado
43.0,18136.0,263.0,Centro-Oeste,Desconhecido,Basico,Atendimento Ruim,Desempregado
29.0,2030.0,150.0,Desconhecido,Masculino,Intermediario,Cobertura Ruim,Desempregado
67.0,12834.0,409.0,Centro-Oeste,Masculino,Nao especificado,Cobertura Ruim,Professor
18.0,5542.0,163.0,Desconhecido,Masculino,Basico,Cobertura Ruim,Professor
67.0,18314.0,85.0,Sudeste,Desconhecido,Premium,Cobertura Ruim,Desempregado
30.0,19647.0,171.0,Sudeste,Feminino,Premium,Preco Alto,Autônomo
43.0,7662.0,246.0,Desconhecido,Masculino,Basico,Preco Alto,Professor
43.0,9630.0,264.0,Sul,Desconhecido,Basico,Cobertura Ruim,Professor
45.0,7662.0,98.0,Sudeste,Masculino,Intermediario,Atendimento Ruim,Professor
60.0,2884.0,263.0,Desconhecido,Feminino,Basico,Preco Alto,Autônomo
49.0,7662.0,298.0,Sudeste,Feminino,Nao especificado,Cobertura Ruim,Desempregado
51.0,17621.0,263.0,Sudeste,Desconhecido,Basico,Atendimento Ruim,Autônomo
32.0,3583.0,263.0,Desconhecido,Feminino,Premium,Cobertura Ruim,Professor
60.0,15910.0,263.0,Sudeste,Masculino,Premium,Preco Alto,Professor
50.0,7662.0,231.0,Nordeste,Masculino,Intermediario,Cobertura Ruim,Professor
61.0,9052.0,492.0,Desconhecido,Desconhecido,Nao especificado,Preco Alto,Autônomo
36.0,5623.0,263.0,Nordeste,Masculino,Basico,Cobertura Ruim,Professor
36.0,7301.0,84.0,Sul,Masculino,Nao especificado,Cobertura Ruim,Desempregado
19.0,5132.0,193.0,Sul,Masculino,Basico,Cobertura Ruim,Professor
57.0,7662.0,283.0,Sudeste,Feminino,Intermediario,Atendimento Ruim,Desempregado
36.0,13486.0,238.0,Sudeste,Masculino,Intermediario,Cobertura Ruim,Professor
35.0,4149.0,384.0,Centro-Oeste,Masculino,Nao especificado,Cobertura Ruim,Desempregado
18.0,6499.0,299.0,Nordeste,Masculino,Basico,Preco Alto,Professor
32.0,4801.0,284.0,Sul,Feminino,Nao especificado,Cobertura Ruim,Professor
65.0,4346.0,210.0,Nordeste,Masculino,Premium,Atendimento Ruim,Professor
45.0,10543.0,281.0,Sudeste,Masculino,Intermediario,Atendimento Ruim,Desempregado
69.0,1896.0,302.0,Nordeste,Desconhecido,Premium,Preco Alto,Professor
22.0,14647.0,166.0,Sudeste,Masculino,Basico,Preco Alto,Professor
36.0,7662.0,364.0,Centro-Oeste,Feminino,Nao especificado,Atendimento Ruim,Professor
38.0,15649.0,232.0,Nordeste,Masculino,Nao especificado,Cobertura Ruim,Desempregado
54.0,4021.0,367.0,Sudeste,Masculino,Nao especificado,Cobertura Ruim,Professor
43.0,12630.0,263.0,Sudeste,Desconhecido,Basico,Preco Alto,Professor
38.0,6653.0,323.0,Sul,Feminino,Basico,Cobertura Ruim,Desempregado
65.0,1324.0,70.0,Nordeste,Feminino,Nao especificado,Atendimento Ruim,Professor
24.0,7662.0,159.0,Desconhecido,Feminino,Basico,Cobertura Ruim,Professor
55.0,13969.0,444.0,Nordeste,Feminino,Nao especificado,Atendimento Ruim,Autônomo
53.0,4755.0,253.0,Nordeste,Outro,Basico,Cobertura Ruim,Autônomo
18.0,7662.0,268.0,Centro-Oeste,Desconhecido,Basico,Preco Alto,Autônomo
43.0,14014.0,453.0,Sudeste,Feminino,Nao especificado,Cobertura Ruim,Professor
46.0,7662.0,261.0,Sudeste,Feminino,Basico,Atendimento Ruim,Professor
34.0,4352.0,322.0,Sudeste,Feminino,Premium,Preco Alto,Professor
35.0,6900.0,179.0,Sul,Feminino,Nao especificado,Atendimento Ruim,Desempregado
43.0,5032.0,263.0,Nordeste,Desconhecido,Basico,Cobertura Ruim,Desempregado
43.0,4072.0,220.0,Norte,Masculino,Basico,Cobertura Ruim,Professor
44.0,7662.0,396.0,Desconhecido,Desconhecido,Nao especificado,Atendimento Ruim,Desempregado
43.0,1645.0,249.0,Nordeste,Masculino,Nao especificado,Cobertura Ruim,Desempregado
43.0,6410.0,162.0,Sudeste,Feminino,Basico,Cobertura Ruim,Desempregado
43.0,4130.0,279.0,Desconhecido,Desconhecido,Intermediario,Cobertura Ruim,Desempregado
43.0,4672.0,192.0,Desconhecido,Desconhecido,Basico,Preco Alto,Professor
35.0,7662.0,473.0,Sudeste,Masculino,Premium,Atendimento Ruim,Professor
51.0,9575.0,289.0,Norte,Masculino,Intermediario,Cobertura Ruim,Professor
22.0,7305.0,492.0,Sul,Feminino,Basico,Cobertura Ruim,Desempregado
49.0,7662.0,83.0,Sul,Feminino,Premium,Cobertura Ruim,Autônomo
65.0,19673.0,58.0,Centro-Oeste,Masculino,Nao especificado,Preco Alto,Professor
32.0,7662.0,258.0,Centro-Oeste,Masculino,Premium,Cobertura Ruim,Professor
37.0,7662.0,429.0,Nordeste,Feminino,Nao especificado,Cobertura Ruim,Professor
31.0,11947.0,273.0,Sudeste,Feminino,Basico,Atendimento Ruim,Professor
60.0,4329.0,436.0,Sudeste,Desconhecido,Basico,Atendimento Ruim,Professor
28.0,1702.0,263.0,Nordeste,Desconhecido,Basico,Cobertura Ruim,Professor
43.0,2712.0,345.0,Sudeste,Feminino,Premium,Cobertura Ruim,Professor
48.0,6818.0,325.0,Nordeste,Masculino,Nao especificado,Atendimento Ruim,Professor
43.0,6782.0,279.0,Nordeste,Feminino,Premium,Cobertura Ruim,Desempregado
21.0,19298.0,236.0,Sudeste,Desconhecido,Nao especificado,Cobertura Ruim,Autônomo
67.0,7228.0,318.0,Sudeste,Feminino,Basico,Preco Alto,Professor
36.0,11836.0,263.0,Nordeste,Masculino,Nao especificado,Cobertura Ruim,Professor
41.0,7561.0,195.0,Desconhecido,Feminino,Basico,Cobertura Ruim,Desempregado
27.0,4742.0,131.0,Sul,Masculino,Intermediario,Cobertura Ruim,Professor
62.0,2657.0,230.0,Sudeste,Desconhecido,Basico,Preco Alto,Professor
34.0,7662.0,269.0,Sudeste,Desconhecido,Basico,Cobertura Ruim,Desempregado
19.0,3255.0,263.0,Desconhecido,Feminino,Premium,Cobertura Ruim,Professor
43.0,2548.0,242.0,Nordeste,Feminino,Intermediario,Cobertura Ruim,Professor
70.0,4031.0,212.0,Sudeste,Masculino,Basico,Preco Alto,Autônomo
26.0,1351.0,219.0,Centro-Oeste,Feminino,Nao especificado,Cobertura Ruim,Professor
19.0,7662.0,193.0,Nordeste,Feminino,Premium,Cobertura Ruim,Desempregado
47.0,10748.0,290.0,Sudeste,Masculino,Nao especificado,Atendimento Ruim,Professor
37.0,7662.0,423.0,Sudeste,Masculino,Nao especificado,Atendimento Ruim,Professor
58.0,5612.0,438.0,Sudeste,Feminino,Premium,Atendimento Ruim,Professor
55.0,15823.0,497.0,Sudeste,Desconhecido,Basico,Cobertura Ruim,Professor
29.0,14241.0,118.0,Sudeste,Masculino,Premium,Cobertura Ruim,Desempregado
46.0,7562.0,177.0,Sudeste,Feminino,Intermediario,Preco Alto,Desempregado
43.0,7662.0,263.0,Nordeste,Masculino,Premium,Atendimento Ruim,Professor
40.0,19980.0,317.0,Norte,Feminino,Nao especificado,Atendimento Ruim,Professor
53.0,13954.0,263.0,Sudeste,Masculino,Basico,Cobertura Ruim,Professor
39.0,7865.0,310.0,Desconhecido,Masculino,Basico,Cobertura Ruim,Desempregado
25.0,7662.0,236.0,Nordeste,Feminino,Nao especificado,Atendimento Ruim,Professor
43.0,11518.0,263.0,Sudeste,Feminino,Nao especificado,Preco Alto,Professor
62.0,7662.0,263.0,Sudeste,Desconhecido,Basico,Preco Alto,Desempregado
43.0,7662.0,106.0,Desconhecido,Feminino,Basico,Cobertura Ruim,Professor
36.0,19980.0,119.0,Centro-Oeste,Feminino,Basico,Cobertura Ruim,Desempregado
27.0,7620.0,240.0,Sudeste,Desconhecido,Intermediario,Preco Alto,Professor
69.0,13665.0,56.0,Sudeste,Desconhecido,Premium,Preco Alto,Desempregado
45.0,6737.0,123.0,Desconhecido,Masculino,Premium,Preco Alto,Desempregado
42.0,7662.0,263.0,Sul,Feminino,Premium,Atendimento Ruim,Professor
55.0,1324.0,393.0,Sudeste,Masculino,Intermediario,Cobertura Ruim,Desempregado
28.0,18800.0,263.0,Sudeste,Feminino,Nao especificado,Cobertura Ruim,Professor
47.0,4578.0,263.0,Centro-Oeste,Desconhecido,Intermediario,Cobertura Ruim,Professor
64.0,15339.0,188.0,Sul,Masculino,Nao especificado,Preco Alto,Professor
43.0,7096.0,359.0,Nordeste,Masculino,Basico,Preco Alto,Desempregado
51.0,10946.0,302.0,Sudeste,Masculino,Premium,Atendimento Ruim,Desempregado
43.0,17233.0,422.0,Nordeste,Masculino,Nao especificado,Cobertura Ruim,Desempregado
68.0,14193.0,263.0,Sudeste,Feminino,Intermediario,Cobertura Ruim,Professor
32.0,17073.0,263.0,Sudeste,Feminino,Nao especificado,Cobertura Ruim,Autônomo
43.0,7662.0,263.0,Desconhecido,Desconhecido,Intermediario,Cobertura Ruim,Professor
35.0,3695.0,281.0,Sul,Feminino,Intermediario,Preco Alto,Desempregado
40.0,6690.0,263.0,Norte,Feminino,Nao especificado,Cobertura Ruim,Professor
30.0,7662.0,474.0,Nordeste,Feminino,Intermediario,Atendimento Ruim,Autônomo
62.0,15902.0,163.0,Norte,Desconhecido,Intermediario,Cobertura Ruim,Autônomo
29.0,7662.0,263.0,Desconhecido,Feminino,Basico,Cobertura Ruim,Professor
62.0,3123.0,166.0,Nordeste,Desconhecido,Intermediario,Preco Alto,Desempregado
43.0,15808.0,337.0,Norte,Outro,Intermediario,Preco Alto,Professor
43.0,8370.0,391.0,Desconhecido,Masculino,Intermediario,Cobertura Ruim,Professor
43.0,10535.0,263.0,Desconhecido,Feminino,Nao especificado,Atendimento Ruim,Desempregado
25.0,15162.0,240.0,Desconhecido,Masculino,Nao especificado,Atendimento Ruim,Desempregado
46.0,4005.0,263.0,Desconhecido,Masculino,Premium,Cobertura Ruim,Professor
44.0,3050.0,248.0,Nordeste,Feminino,Basico,Atendimento Ruim,Desempregado
37.0,16426.0,263.0,Sudeste,Feminino,Basico,Atendimento Ruim,Professor
50.0,2737.0,263.0,Sudeste,Masculino,Basico,Atendimento Ruim,Professor
43.0,2438.0,236.0,Desconhecido,Masculino,Nao especificado,Cobertura Ruim,Professor
49.0,4833.0,160.0,Desconhecido,Outro,Nao especificado,Cobertura Ruim,Professor
30.0,7662.0,119.0,Nordeste,Feminino,Premium,Atendimento Ruim,Professor
25.0,4377.0,275.0,Norte,Desconhecido,Basico,Atendimento Ruim,Professor
43.0,13448.0,378.0,Sul,Masculino,Nao especificado,Preco Alto,Professor
41.0,19325.0,165.0,Sul,Masculino,Intermediario,Preco Alto,Professor
56.0,3851.0,209.0,Desconhecido,Masculino,Nao especificado,Cobertura Ruim,Professor
23.0,7662.0,309.0,Sul,Feminino,Premium,Atendimento Ruim,Desempregado
21.0,1881.0,253.0,Sudeste,Feminino,Basico,Cobertura Ruim,Desempregado
43.0,2827.0,263.0,Sudeste,Masculino,Nao especificado,Preco Alto,Autônomo
35.0,7662.0,333.0,Desconhecido,Masculino,Premium,Cobertura Ruim,Autônomo
18.0,7662.0,263.0,Norte,Masculino,Premium,Cobertura Ruim,Professor
28.0,7662.0,390.0,Nordeste,Desconhecido,Premium,Cobertura Ruim,Professor
43.0,2739.0,347.0,Desconhecido,Masculino,Basico,Preco Alto,Professor
34.0,4359.0,339.0,Desconhecido,Desconhecido,Intermediario,Cobertura Ruim,Professor
63.0,18626.0,156.0,Nordeste,Masculino,Basico,Preco Alto,Autônomo
40.0,3231.0,257.0,Desconhecido,Desconhecido,Nao especificado,Cobertura Ruim,Autônomo
51.0,13477.0,263.0,Sudeste,Desconhecido,Basico,Cobertura Ruim,Professor
19.0,19980.0,180.0,Sudeste,Feminino,Premium,Atendimento Ruim,Desempregado
43.0,10660.0,376.0,Sudeste,Feminino,Basico,Cobertura Ruim,Professor
32.0,7592.0,143.0,Sudeste,Feminino,Nao especificado,Preco Alto,Desempregado
43.0,7293.0,157.0,Nordeste,Feminino,Basico,Cobertura Ruim,Professor
20.0,15668.0,238.0,Desconhecido,Desconhecido,Basico,Cobertura Ruim,Desempregado
39.0,2343.0,152.0,Nordeste,Feminino,Basico,Cobertura Ruim,Professor
62.0,6104.0,263.0,Sudeste,Desconhecido,Nao especificado,Preco Alto,Professor
38.0,6976.0,238.0,Desconhecido,Feminino,Nao especificado,Cobertura Ruim,Professor
65.0,7662.0,263.0,Norte,Masculino,Intermediario,Cobertura Ruim,Autônomo
63.0,2406.0,263.0,Centro-Oeste,Masculino,Premium,Cobertura Ruim,Autônomo
21.0,3597.0,90.0,Desconhecido,Masculino,Basico,Cobertura Ruim,Professor
34.0,7662.0,182.0,Sudeste,Masculino,Basico,Preco Alto,Autônomo
65.0,19140.0,273.0,Sudeste,Desconhecido,Basico,Cobertura Ruim,Desempregado
19.0,7662.0,365.0,Nordeste,Masculino,Intermediario,Preco Alto,Autônomo
43.0,7790.0,394.0,Desconhecido,Desconhecido,Premium,Atendimento Ruim,Professor
43.0,12569.0,263.0,Sudeste,Desconhecido,Basico,Atendimento Ruim,Professor
43.0,11993.0,317.0,Sudeste,Desconhecido,Premium,Atendimento Ruim,Desempregado
43.0,7695.0,263.0,Desconhecido,Masculino,Premium,Preco Alto,Desempregado
61.0,7662.0,263.0,Sudeste,Feminino,Basico,Preco Alto,Professor
51.0,5518.0,263.0,Sudeste,Feminino,Nao especificado,Cobertura Ruim,Professor
43.0,2051.0,252.0,Nordeste,Desconhecido,Intermediario,Cobertura Ruim,Professor
21.0,17455.0,263.0,Sudeste,Feminino,Intermediario,Preco Alto,Professor
58.0,14152.0,263.0,Sudeste,Desconhecido,Basico,Cobertura Ruim,Desempregado
43.0,10448.0,251.0,Desconhecido,Feminino,Nao especificado,Cobertura Ruim,Professor
44.0,7662.0,164.0,Desconhecido,Masculino,Basico,Preco Alto,Professor
45.0,7662.0,317.0,Sul,Feminino,Nao especificado,Atendimento Ruim,Desempregado
43.0,7471.0,263.0,Sudeste,Feminino,Basico,Atendimento Ruim,Desempregado
62.0,4793.0,450.0,Desconhecido,Masculino,Nao especificado,Cobertura Ruim,Professor
18.0,7662.0,99.0,Sul,Desconhecido,Intermediario,Atendimento Ruim,Professor
49.0,7662.0,402.0,Norte,Masculino,Basico,Preco Alto,Desempregado
65.0,10741.0,232.0,Sudeste,Feminino,Intermediario,Cobertura Ruim,Desempregado
43.0,1338.0,263.0,Sul,Feminino,Premium,Preco Alto,Professor
68.0,7662.0,405.0,Sudeste,Masculino,Basico,Preco Alto,Desempregado
69.0,7662.0,184.0,Desconhecido,Desconhecido,Basico,Cobertura Ruim,Professor
18.0,12553.0,263.0,Desconhecido,Feminino,Basico,Preco Alto,Professor
41.0,7662.0,343.0,Sudeste,Masculino,Basico,Cobertura Ruim,Professor
38.0,7205.0,174.0,Sul,Masculino,Basico,Cobertura Ruim,Professor
53.0,18757.0,465.0,Nordeste,Feminino,Nao especificado,Atendimento Ruim,Desempregado
35.0,16760.0,263.0,Sudeste,Feminino,Premium,Preco Alto,Desempregado
22.0,16607.0,211.0,Sudeste,Feminino,Intermediario,Preco Alto,Autônomo
65.0,5736.0,59.0,Sudeste,Masculino,Intermediario,Cobertura Ruim,Desempregado
49.0,7662.0,209.0,Desconhecido,Feminino,Intermediario,Preco Alto,Autônomo
30.0,6632.0,263.0,Nordeste,Desconhecido,Basico,Cobertura Ruim,Desempregado
19.0,6903.0,322.0,Sudeste,Masculino,Basico,Atendimento Ruim,Desempregado
54.0,17191.0,263.0,Nordeste,Outro,Intermediario,Atendimento Ruim,Desempregado
62.0,4479.0,414.0,Sudeste,Feminino,Nao especificado,Atendimento Ruim,Desempregado
43.0,14984.0,135.0,Nordeste,Feminino,Nao especificado,Cobertura Ruim,Desempregado
22.0,7838.0,377.0,Sudeste,Masculino,Intermediario,Cobertura Ruim,Professor
43.0,4478.0,197.0,Centro-Oeste,Feminino,Basico,Cobertura Ruim,Professor
34.0,8012.0,153.0,Sul,Feminino,Intermediario,Atendimento Ruim,Desempregado
26.0,3798.0,193.0,Sudeste,Feminino,Intermediario,Cobertura Ruim,Desempregado
43.0,2691.0,427.0,Sudeste,Desconhecido,Nao especificado,Cobertura Ruim,Professor
43.0,15896.0,308.0,Sudeste,Masculino,Premium,Cobertura Ruim,Professor
44.0,12375.0,296.0,Centro-Oeste,Masculino,Basico,Preco Alto,Professor
60.0,3919.0,263.0,Nordeste,Feminino,Basico,Cobertura Ruim,Desempregado
42.0,18537.0,263.0,Desconhecido,Feminino,Nao especificado,Atendimento Ruim,Professor
65.0,7662.0,263.0,Sul,Feminino,Intermediario,Preco Alto,Professor
61.0,5546.0,156.0,Desconhecido,Masculino,Basico,Cobertura Ruim,Professor
50.0,1594.0,213.0,Centro-Oeste,Feminino,Basico,Cobertura Ruim,Professor
21.0,7662.0,269.0,Nordeste,Feminino,Basico,Atendimento Ruim,Professor
43.0,3603.0,298.0,Sudeste,Masculino,Basico,Atendimento Ruim,Autônomo
65.0,15190.0,105.0,Desconhecido,Masculino,Nao especificado,Cobertura Ruim,Professor
43.0,19824.0,263.0,Sudeste,Masculino,Premium,Cobertura Ruim,Desempregado
44.0,16635.0,215.0,Desconhecido,Masculino,Nao especificado,Atendimento Ruim,Autônomo
33.0,10747.0,270.0,Desconhecido,Masculino,Nao especificado,Preco Alto,Desempregado
18.0,7662.0,350.0,Sudeste,Masculino,Intermediario,Cobertura Ruim,Professor
42.0,7949.0,263.0,Sul,Feminino,Intermediario,Preco Alto,Desempregado
25.0,6678.0,287.0,Sudeste,Masculino,Basico,Cobertura Ruim,Desempregado
43.0,12193.0,201.0,Desconhecido,Feminino,Intermediario,Preco Alto,Professor
42.0,19319.0,263.0,Nordeste,Masculino,Intermediario,Atendimento Ruim,Professor
63.0,1686.0,389.0,Sul,Masculino,Basico,Atendimento Ruim,Professor
43.0,5302.0,263.0,Desconhecido,Desconhecido,Intermediario,Cobertura Ruim,Professor
68.0,5505.0,322.0,Sudeste,Feminino,Premium,Cobertura Ruim,Desempregado
43.0,6573.0,452.0,Sudeste,Masculino,Intermediario,Atendimento Ruim,Desempregado
43.0,10538.0,245.0,Sul,Masculino,Basico,Cobertura Ruim,Professor
43.0,7834.0,462.0,Sudeste,Masculino,Nao especificado,Atendimento Ruim,Desempregado
53.0,1557.0,67.0,Desconhecido,Feminino,Intermediario,Atendimento Ruim,Professor
43.0,6539.0,270.0,Sudeste,Masculino,Basico,Cobertura Ruim,Professor
39.0,7662.0,190.0,Sul,Desconhecido,Basico,Cobertura Ruim,Desempregado
43.0,7721.0,263.0,Sudeste,Feminino,Nao especificado,Atendimento Ruim,Professor
26.0,16756.0,437.0,Norte,Masculino,Intermediario,Preco Alto,Professor
30.0,7662.0,207.0,Desconhecido,Feminino,Nao especificado,Atendimento Ruim,Autônomo
39.0,1479.0,68.0,Sudeste,Masculino,Intermediario,Cobertura Ruim,Autônomo
67.0,7662.0,278.0,Nordeste,Desconhecido,Basico,Cobertura Ruim,Desempregado
24.0,7662.0,485.0,Sul,Desconhecido,Basico,Preco Alto,Professor
51.0,4493.0,111.0,Sudeste,Feminino,Basico,Cobertura Ruim,Autônomo
43.0,7662.0,263.0,Norte,Masculino,Nao especificado,Atendimento Ruim,Professor
44.0,11800.0,256.0,Nordeste,Masculino,Basico,Preco Alto,Autônomo
45.0,5430.0,413.0,Sudeste,Masculino,Basico,Cobertura Ruim,Desempregado
20.0,17061.0,194.0,Centro-Oeste,Feminino,Basico,Preco Alto,Autônomo
43.0,7662.0,217.0,Sudeste,Feminino,Basico,Cobertura Ruim,Professor
59.0,1324.0,263.0,Desconhecido,Feminino,Basico,Cobertura Ruim,Desempregado
34.0,3461.0,228.0,Sudeste,Desconhecido,Intermediario,Cobertura Ruim,Autônomo
43.0,18341.0,172.0,Sul,Feminino,Basico,Preco Alto,Desempregado
36.0,7087.0,457.0,Sudeste,Desconhecido,Basico,Preco Alto,Professor
64.0,6432.0,393.0,Nordeste,Feminino,Premium,Atendimento Ruim,Professor
25.0,2193.0,488.0,Nordeste,Feminino,Basico,Cobertura Ruim,Desempregado
36.0,13237.0,225.0,Centro-Oeste,Feminino,Intermediario,Cobertura Ruim,Professor
43.0,12256.0,85.0,Centro-Oeste,Feminino,Basico,Cobertura Ruim,Professor
19.0,6084.0,139.0,Nordeste,Masculino,Basico,Preco Alto,Desempregado
33.0,12183.0,221.0,Norte,Feminino,Intermediario,Atendimento Ruim,Desempregado
47.0,5979.0,454.0,Centro-Oeste,Masculino,Basico,Cobertura Ruim,Autônomo
35.0,7662.0,263.0,Desconhecido,Masculino,Basico,Atendimento Ruim,Autônomo
43.0,13358.0,263.0,Nordeste,Masculino,Basico,Atendimento Ruim,Professor
67.0,19118.0,184.0,Nordeste,Feminino,Basico,Cobertura Ruim,Desempregado
41.0,11080.0,324.0,Nordeste,Feminino,Nao especificado,Atendimento Ruim,Desempregado
45.0,4825.0,295.0,Norte,Masculino,Basico,Cobertura Ruim,Professor
49.0,4742.0,409.0,Desconhecido,Masculino,Basico,Cobertura Ruim,Professor
50.0,18199.0,268.0,Desconhecido,Masculino,Basico,Preco Alto,Desempregado
43.0,5166.0,209.0,Nordeste,Feminino,Nao especificado,Cobertura Ruim,Professor
21.0,7662.0,64.0,Sul,Feminino,Intermediario,Atendimento Ruim,Autônomo
62.0,10944.0,394.0,Sul,Desconhecido,Basico,Cobertura Ruim,Professor
31.0,7662.0,275.0,Sul,Feminino,Basico,Atendimento Ruim,Professor
47.0,7662.0,276.0,Centro-Oeste,Masculino,Basico,Cobertura Ruim,Desempregado
43.0,1756.0,478.0,Norte,Feminino,Intermediario,Atendimento Ruim,Professor
43.0,7516.0,261.0,Centro-Oeste,Masculino,Basico,Cobertura Ruim,Professor
56.0,19700.0,208.0,Sudeste,Masculino,Intermediario,Cobertura Ruim,Professor
63.0,1324.0,216.0,Sudeste,Masculino,Nao especificado,Cobertura Ruim,Autônomo
34.0,8255.0,59.0,Nordeste,Desconhecido,Intermediario,Cobertura Ruim,Desempregado
63.0,11656.0,144.0,Nordeste,Feminino,Basico,Preco Alto,Professor
43.0,7662.0,83.0,Norte,Feminino,Basico,Cobertura Ruim,Professor
43.0,7662.0,186.0,Sudeste,Feminino,Basico,Atendimento Ruim,Professor
49.0,11409.0,100.0,Nordeste,Desconhecido,Nao especificado,Preco Alto,Professor
47.0,15306.0,213.0,Sudeste,Feminino,Basico,Atendimento Ruim,Desempregado
31.0,5546.0,147.0,Desconhecido,Desconhecido,Premium,Cobertura Ruim,Professor
37.0,17446.0,458.0,Desconhecido,Feminino,Premium,Cobertura Ruim,Desempregado
65.0,7469.0,469.0,Desconhecido,Feminino,Basico,Preco Alto,Professor
43.0,7662.0,297.0,Desconhecido,Masculino,Basico,Atendimento Ruim,Desempregado
47.0,2670.0,400.0,Sudeste,Feminino,Basico,Atendimento Ruim,Autônomo
67.0,7565.0,334.0,Desconhecido,Masculino,Intermediario,Cobertura Ruim,Professor
43.0,1524.0,403.0,Sul,Masculino,Premium,Cobertura Ruim,Professor
38.0,6278.0,314.0,Nordeste,Masculino,Nao especificado,Preco Alto,Professor
43.0,2010.0,244.0,Sudeste,Masculino,Intermediario,Cobertura Ruim,Desempregado
43.0,17388.0,263.0,Desconhecido,Masculino,Basico,Preco Alto,Desempregado
37.0,11702.0,263.0,Desconhecido,Feminino,Basico,Cobertura Ruim,Professor
47.0,14722.0,233.0,Desconhecido,Masculino,Basico,Preco Alto,Desempregado
68.0,7250.0,263.0,Sudeste,Feminino,Nao especificado,Atendimento Ruim,Professor
43.0,16244.0,468.0,Sudeste,Outro,Nao especificado,Cobertura Ruim,Autônomo
20.0,7662.0,247.0,Sudeste,Desconhecido,Nao especificado,Atendimento Ruim,Autônomo
44.0,5844.0,289.0,Sul,Desconhecido,Premium,Cobertura Ruim,Autônomo
34.0,6098.0,263.0,Nordeste,Masculino,Premium,Atendimento Ruim,Professor
47.0,7662.0,454.0,Nordeste,Feminino,Basico,Cobertura Ruim,Professor
54.0,1855.0,333.0,Desconhecido,Desconhecido,Basico,Cobertura Ruim,Desempregado
22.0,19893.0,240.0,Nordeste,Masculino,Basico,Cobertura Ruim,Desempregado
63.0,7662.0,298.0,Sul,Masculino,Basico,Atendimento Ruim,Autônomo
33.0,7290.0,263.0,Nordeste,Feminino,Intermediario,Preco Alto,Autônomo
38.0,13781.0,216.0,Nordeste,Feminino,Basico,Preco Alto,Professor
36.0,5092.0,364.0,Nordeste,Feminino,Premium,Cobertura Ruim,Professor
61.0,3876.0,285.0,Norte,Feminino,Premium,Atendimento Ruim,Desempregado
43.0,7662.0,208.0,Nordeste,Desconhecido,Nao especificado,Cobertura Ruim,Desempregado
43.0,8030.0,223.0,Sudeste,Desconhecido,Basico,Atendimento Ruim,Professor
43.0,1389.0,402.0,Sudeste,Desconhecido,Nao especificado,Preco Alto,Autônomo
69.0,12633.0,278.0,Norte,Feminino,Nao especificado,Cobertura Ruim,Autônomo
