,Ocupacao,Idade,Renda_Mensal,Gasto_Internet,Regiao,Genero,Plano_Atual,Motivo_Troca
4354,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4355,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4356,Professor,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4357,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4358,Professor,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4359,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4360,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4361,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4362,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4363,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4364,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4365,Advogado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4366,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4367,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4368,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4369,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4370,Professor,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4371,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4372,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4373,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4374,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4375,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4376,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4377,Desempregado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4378,Desempregado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4379,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4380,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4381,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4382,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4383,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4384,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4385,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4386,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4387,Professor,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4388,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4389,Professor,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4390,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4391,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4392,Advogado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4393,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4394,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4395,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4396,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4397,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4398,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4399,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4400,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4401,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4402,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4403,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4404,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4405,Desempregado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4406,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4407,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4408,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4409,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4410,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4411,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4412,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4413,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4414,Desempregado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4415,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4416,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4417,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4418,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4419,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4420,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4421,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4422,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4423,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4424,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4425,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4426,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4427,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4428,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4429,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4430,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4431,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4432,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4433,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4434,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4435,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4436,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4437,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4438,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4439,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4440,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4441,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4442,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4443,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4444,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4445,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4446,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4447,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4448,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4449,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4450,Advogado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4451,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4452,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4453,Advogado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4454,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4455,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4456,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4457,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4458,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4459,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4460,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4461,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4462,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4463,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4464,Professor,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4465,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4466,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4467,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4468,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4469,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4470,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4471,Professor,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4472,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4473,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4474,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4475,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4476,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4477,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4478,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4479,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4480,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4481,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4482,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4483,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4484,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4485,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4486,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4487,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4488,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4489,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4490,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4491,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4492,Professor,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4493,Professor,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4494,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4495,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4496,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4497,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4498,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4499,Professor,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4500,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4501,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4502,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4503,Advogado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4504,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4505,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4506,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4507,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4508,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4509,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4510,Desempregado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4511,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4512,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4513,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4514,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4515,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4516,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4517,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4518,Professor,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4519,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4520,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4521,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4522,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4523,Advogado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4524,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4525,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4526,Desempregado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4527,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4528,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4529,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4530,Advogado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4531,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4532,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4533,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4534,Desempregado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4535,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4536,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4537,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4538,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4539,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4540,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4541,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4542,Desempregado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4543,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4544,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4545,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4546,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4547,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4548,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4549,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4550,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4551,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4552,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4553,Advogado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4554,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4555,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4556,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4557,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4558,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4559,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4560,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4561,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4562,Professor,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4563,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4564,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4565,Professor,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4566,Advogado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4567,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4568,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4569,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4570,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4571,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4572,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4573,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4574,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4575,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4576,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4577,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4578,Advogado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4579,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4580,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4581,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4582,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4583,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4584,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4585,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4586,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4587,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4588,Desempregado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4589,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4590,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4591,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4592,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4593,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4594,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4595,Desempregado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4596,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4597,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4598,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4599,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4600,Professor,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4601,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4602,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4603,Professor,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4604,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4605,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4606,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4607,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4608,Desempregado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4609,Professor,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4610,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4611,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4612,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4613,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4614,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4615,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4616,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4617,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4618,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4619,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4620,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4621,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4622,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4623,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4624,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4625,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4626,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4627,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4628,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4629,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4630,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4631,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4632,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4633,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4634,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4635,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4636,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4637,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4638,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4639,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4640,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4641,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4642,Desempregado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4643,Advogado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4644,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4645,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4646,Professor,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4647,Desempregado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4648,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4649,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4650,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4651,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4652,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4653,Advogado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
4654,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
